count	pubchem_cid	BalabanJ	BertzCT	Chi0	Chi0n	Chi0v	Chi1	Chi1n	Chi1v	Chi2n	Chi2v	Chi3n	Chi3v	Chi4n	Chi4v	EState_VSA1	EState_VSA10	EState_VSA11	EState_VSA2	EState_VSA3	EState_VSA4	EState_VSA5	EState_VSA6	EState_VSA7	EState_VSA8	EState_VSA9	ExactMolWt	FpDensityMorgan1	FpDensityMorgan2	FpDensityMorgan3	FractionCSP3	HallKierAlpha	HeavyAtomCount	HeavyAtomMolWt	Ipc	Kappa1	Kappa2	Kappa3	LabuteASA	MaxAbsEStateIndex	MaxAbsPartialCharge	MaxEStateIndex	MaxPartialCharge	MinAbsEStateIndex	MinAbsPartialCharge	MinEStateIndex	MinPartialCharge	MolLogP	MolMR	MolWt	NHOHCount	NOCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAliphaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumAromaticRings	NumHAcceptors	NumHDonors	NumHeteroatoms	NumRadicalElectrons	NumRotatableBonds	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	NumValenceElectrons	PEOE_VSA1	PEOE_VSA10	PEOE_VSA11	PEOE_VSA12	PEOE_VSA13	PEOE_VSA14	PEOE_VSA2	PEOE_VSA3	PEOE_VSA4	PEOE_VSA5	PEOE_VSA6	PEOE_VSA7	PEOE_VSA8	PEOE_VSA9	RingCount	SMR_VSA1	SMR_VSA10	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	SMR_VSA8	SMR_VSA9	SlogP_VSA1	SlogP_VSA10	SlogP_VSA11	SlogP_VSA12	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	TPSA	VSA_EState1	VSA_EState10	VSA_EState2	VSA_EState3	VSA_EState4	VSA_EState5	VSA_EState6	VSA_EState7	VSA_EState8	VSA_EState9	fr_Al_COO	fr_Al_OH	fr_Al_OH_noTert	fr_ArN	fr_Ar_COO	fr_Ar_N	fr_Ar_NH	fr_Ar_OH	fr_COO	fr_COO2	fr_C_O	fr_C_O_noCOO	fr_C_S	fr_HOCCN	fr_Imine	fr_NH0	fr_NH1	fr_NH2	fr_N_O	fr_Ndealkylation1	fr_Ndealkylation2	fr_Nhpyrrole	fr_SH	fr_aldehyde	fr_alkyl_carbamate	fr_alkyl_halide	fr_allylic_oxid	fr_amide	fr_amidine	fr_aniline	fr_aryl_methyl	fr_azide	fr_azo	fr_barbitur	fr_benzene	fr_benzodiazepine	fr_bicyclic	fr_diazo	fr_dihydropyridine	fr_epoxide	fr_ester	fr_ether	fr_furan	fr_guanido	fr_halogen	fr_hdrzine	fr_hdrzone	fr_imidazole	fr_imide	fr_isocyan	fr_isothiocyan	fr_ketone	fr_ketone_Topliss	fr_lactam	fr_lactone	fr_methoxy	fr_morpholine	fr_nitrile	fr_nitro	fr_nitro_arom	fr_nitro_arom_nonortho	fr_nitroso	fr_oxazole	fr_oxime	fr_para_hydroxylation	fr_phenol	fr_phenol_noOrthoHbond	fr_phos_acid	fr_phos_ester	fr_piperdine	fr_piperzine	fr_priamide	fr_prisulfonamd	fr_pyridine	fr_quatN	fr_sulfide	fr_sulfonamd	fr_sulfone	fr_term_acetylene	fr_tetrazole	fr_thiazole	fr_thiocyan	fr_thiophene	fr_unbrch_alkane	fr_urea	qed	Molecular_weight	LogP	Number_of_HBA_1	Number_of_HBA_2	Number_of_HBD_1	Number_of_HBD_2	Number_of_acidic_groups	Number_of_aliphatic_OH_groups	Number_of_basic_groups	Fraction_of_rotatable_bonds	Number_of_heavy_bonds	Number_of_heterocycles	Number_of_hydrophobic_groups	MolarRefractivity	Number_of_bonds	Number_of_NO2_groups	Number_of_SO_groups	Number_of_OSO_groups	Number_of_SO2_groups	PolarSurfaceArea	Geometrical_diameter	Geometrical_radius	Geometrical_shape_coefficient	Kier_shape_1	Kier_shape_2	Zagreb_group_index_1	Zagreb_group_index_2	Ncharges	C	H	N	O	RNH2	R2NH	R3N	ROPO3	ROH	RCHO	RCOR	RCOOH	RCOOR	ROR	RCCH	RCN	RINGS	AROMATIC	F	Cl	Br	S	P	B	I	K	Sb	Hg	Pt	V	Zn	Cr	Se	As	abonds	atoms	dbonds	logP	nF	sbonds	tbonds
30	1400.0	2.351351226	793.8856671	15.19830613	12.752956	12.752956	9.876028663	6.944474108	6.944474108	6.254772146	6.254772146	3.454428402	3.454428402	2.35577434	2.35577434	0.0	0.0	0.0	5.538925252	5.817862778	22.29078092	11.89077157	0.0	4.681802935	61.92837411	10.83234929	281.1640456	1.047619048	1.714285714	2.333333333	0.3125	-2.43	21	262.211	64999.57608	13.5483636	4.547589564	2.243746904	123.3812925	6.076435028	0.382964555	6.076435028	0.163970357	0.178580995	0.163970357	-0.178580995	-0.382964555	3.13892	84.9044	281.363	2	5	0	0	0	1	2	3	5	1	5	0	1	0	0	0	108	5.733667477	17.83911085	5.647177221	0.0	0.0	0.0	0.0	14.64975998	5.098681808	0.0	29.82891977	27.6949488	5.563451492	10.92514947	3	0.0	16.85126421	0.0	19.74844179	0.0	33.23387405	5.733667477	36.15623984	0	11.25737949	5.733667477	5.817862778	0.0	0.0	19.74844179	5.538925252	6.9237372	26.33466309	30.59278835	0.0	22.29078092	0	69.62	0	0.0	0	0	0	0.0	0	0	1.912265684	42.33773432	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.743611625	281.362995	6.5819	23	5	1	0	0	0	0	0.086956522	23	2	0	105.5898	42	0	0	0	0	69.62	11.7878843	1.01087121	10.66111387	15.87901701	5.893877551	209	216	0	16	19	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	40	0	3.7201	0	26	0
32	10607.0	1.741510961	991.4325051	20.99083487	16.83796734	16.83796734	14.56641191	9.650188087	9.650188087	7.53524587	7.53524587	6.194256777	6.194256777	4.814655119	4.814655119	12.02187243	9.901064579	0.0	31.20494165	34.31101066	11.12690298	7.109797541	20.28596215	18.19910121	0.0	28.42117772	414.1314677	0.9	1.533333333	2.133333333	0.409090909	-3.13	30	392.234	12376575.61	18.87066761	6.982663994	2.596835415	172.7574522	12.73693948	0.492704261	12.73693948	0.309940195	0.123084252	0.309940195	-0.8432968	-0.492704261	2.4092	103.4048	414.41	1	8	1	2	3	2	0	2	8	1	8	0	4	0	1	1	158	33.52770512	0.0	22.99804733	12.54245414	0.0	5.969305288	4.794537184	0.0	0.0	0.0	0.0	40.95582275	11.83581209	39.95814702	5	38.3222423	5.969305288	0.0	0.0	11.83581209	12.02187243	34.72921689	40.95582275	0	28.74755917	23.68431477	0.0	28.74755917	0.0	45.80504958	9.531400138	11.83581209	28.71222691	24.26546827	0.0	0.0	0	92.68	0	0.0	0	0	0	0.0	0	0	0.0	71.33333333	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.762917321	414.4099901	7.4366	30	8	1	1	0	1	0	0.117647059	34	2	0	127.4388	56	0	0	0	0	92.68	11.07012568	0.972708396	10.38072389	21.82525952	8.741253364	290	315	0	22	22	0	8	0	0	0	0	1	0	0	0	1	5	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	52	1	2.4092	0	43	0
26	5991.0	1.721704965	658.1613573	15.53516943	13.17851976	13.17851976	10.48311201	8.503344581	8.503344581	7.798061397	7.798061397	7.100474364	7.100474364	5.821907213	5.821907213	5.601050811	10.21305479	0.0	5.414990469	23.50322997	38.52492974	11.12690298	0.0	12.13273414	18.91053859	6.423349896	296.17763	1.227272727	2.045454545	2.818181818	0.6	-1.46	22	272.218	148000.491	14.15261332	4.521896298	1.664422092	132.1107922	10.90720884	0.507956032	10.90720884	0.130335878	0.127639637	0.130335878	-0.918779946	-0.507956032	3.6126	86.5066	296.41	2	2	3	0	3	1	0	1	2	2	2	0	0	2	0	2	116	10.21305479	11.35056264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.423349896	18.91053859	79.538285	5.414990469	0.0	4	10.21305479	0.0	0.0	0.0	17.25080256	56.96762379	0.0	29.32600419	0	18.09329605	0.0	0.0	5.749511833	0.0	15.8141056	6.420821623	29.59458678	56.07265434	18.19910121	0.0	0.0	0	40.46	0	0.0	0	0	0	0.0	0	0	0.0	47.0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.718001836	296.4099932	6.8687	26	2	2	2	0	1	0	0.0	25	0	0	114.8848	49	0	0	0	0	40.46	11.83569347	0.971089904	11.18805121	15.5232	5.25	262	312	0	20	24	0	2	0	0	0	0	2	0	0	0	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	46	0	3.6126	0	42	1
31	9956222.0	1.414039404	1542.604999	23.77744564	18.64009293	18.64009293	17.15299968	11.16856648	11.16856648	8.112817421	8.112817421	5.810493105	5.810493105	4.061720267	4.061720267	0.0	4.794537184	0.0	5.907179729	71.82746206	10.94967571	6.196843572	18.32957771	36.39820241	20.18465538	24.85563841	467.1705875	1.028571429	1.914285714	2.742857143	0.16	-4.57	35	446.321	206912416.3	20.99617442	8.653349924	3.997107599	199.3253751	12.6593261	0.432075884	12.6593261	0.256727524	0.285250723	0.256727524	-0.285250723	-0.432075884	3.5041	132.1756	467.489	3	10	0	1	1	1	4	5	9	2	10	0	4	0	1	1	174	25.1043797	11.3345635	17.22528742	5.713496645	5.907179729	0.0	4.794537184	19.93591408	0.0	0.0	12.13273414	36.39820241	36.73403772	24.16343964	6	13.94855107	45.42973328	0.0	19.93591408	0.0	0.0	42.25364255	66.48807518	0	11.38785599	15.95036581	17.32311183	0.0	0.0	52.14637055	4.736862954	0.0	10.35798868	65.34177463	0.0	33.58729771	0	132.29	0	0.0	0	0	0	0.0	0	0	6.070984125	72.76234921	0	0	0	1	0	4	0	0	0	0	1	1	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0.407341714	467.4889909	8.7531	30	10	2	1	0	0	0	0.125	40	5	0	150.4609	61	0	0	0	0	132.29	16.91778842	1.009855241	15.75268666	25.2875	11.39612188	305	342	0	25	21	7	3	0	1	1	0	0	0	0	0	0	2	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	56	1	4.2233	0	33	0
29	38853.0	2.905062365	387.0088202	11.6378282	8.266396935	8.266396935	6.826204388	4.358760326	4.358760326	3.722462873	3.722462873	2.099742876	2.099742876	1.178622787	1.178622787	11.50823054	9.901064579	0.0	17.91984529	5.563451492	0.0	25.12283841	0.0	0.0	0.0	15.94672227	211.0844579	1.4	2.0	2.466666667	0.3	-1.75	15	198.113	1479.517584	11.3254717	3.780864198	2.59970332	86.77528563	10.74038281	0.504259893	10.74038281	0.323228476	0.079537037	0.323228476	-1.38550359	-0.504259893	0.4423	53.7038	211.217	5	5	0	0	0	1	0	1	4	4	5	0	3	0	0	0	82	21.05324966	5.538925252	11.49902367	0.0	0.0	5.969305288	4.794537184	0.0	0.0	0.0	6.066367068	24.61992283	6.420821623	0.0	1	20.11411937	5.969305288	0.0	0.0	5.733667477	18.88348407	0.0	23.7625527	0	11.49902367	5.733667477	0.0	11.49902367	0.0	26.82781272	11.21535881	0.0	12.48718869	18.19910121	0.0	0.0	0	103.78	0	0.0	0	0	0	0.0	0	0	0.0	46.41666667	1	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.543048566	210.2089953	2.3943	15	4	3	3	1	0	0	0.2	15	0	0	66.879	27	0	0	0	0	108.23	8.709004889	0.967719175	7.999516712	13.06666667	4.888429752	133	143	0	10	13	1	4	1	0	0	0	2	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	28	1	1.1426	0	21	0
30	5311479.0	2.132031363	1122.666574	17.48276318	12.60649688	13.42299346	11.30788032	7.117408898	8.557472227	5.195403821	6.616941021	3.506141851	4.374026069	2.362608072	2.842629181	21.36713715	18.00687135	0.0	16.05936141	24.35343402	4.567099648	24.26546827	0.0	6.9237372	14.95193556	4.552749874	350.0684905	1.166666667	1.833333333	2.416666667	0.214285714	-2.72	24	336.244	269310.0602	16.14884897	5.727267304	2.763916315	135.2947443	12.32879157	0.332080927	12.32879157	0.329583041	0.130749362	0.329583041	-4.282122358	-0.332080927	0.7366	86.516	350.356	3	9	0	0	0	1	2	3	6	3	10	0	4	0	0	0	126	4.983978521	11.34110522	5.647177221	0.0	15.67739375	5.689743398	18.89836523	9.778515705	8.417796984	0.0	6.9237372	30.6862899	12.1082079	4.895483476	3	12.97054686	21.2820048	0.0	19.51903521	0.0	24.7847987	0.0	45.10355294	0	11.38785599	11.24901029	0.0	0.0	0.0	32.48958207	16.66288326	0.0	13.34455882	38.75002612	0.0	22.55173393	0	137.91	0	-4.282122358	0	0	0	0.0	0	0	32.1687722	41.69668349	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.593248974	350.3559949	4.3046	19	7	3	3	1	0	0	0.153846154	26	2	0	102.5026	40	0	0	0	2	149.12	14.30203172	0.980511524	13.5862964	18.78106509	7.318869165	202	225	0	14	14	4	5	0	2	1	0	0	0	0	0	0	0	0	0	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16	38	4	1.8174	0	20	0
31	2690.0	2.119672699	928.8985699	13.68986997	10.11651903	10.87244798	9.720346691	5.876107034	6.254071507	4.279595105	4.716030886	3.000220262	3.235317365	2.111962547	2.284065571	0.0	0.0	0.0	5.948339281	22.25446245	10.90292493	4.515397894	36.59499834	0.0	15.06663885	21.7517583	285.0417376	1.2	2.1	2.9	0.0	-2.6	20	277.63	87177.45433	11.24544406	3.94480912	1.549294572	117.353206	6.030215612	0.460949851	6.030215612	0.223356421	0.264007937	0.223356421	0.264007937	-0.460949851	2.7731	75.4124	285.694	2	6	0	0	0	1	3	4	6	1	7	0	1	0	0	0	98	10.15081841	0.0	11.40742464	11.77274378	0.0	0.0	0.0	9.967957042	4.515397894	5.098681808	11.60093989	30.33183534	10.40885753	11.77986371	4	4.417150937	34.09938132	0.0	19.58203674	0.0	0.0	5.733667477	41.61763165	0	11.58465192	5.733667477	5.948339281	0.0	11.60093989	19.58203674	0.0	0.0	0.0	41.01214928	5.022633314	28.13475407	0	82.24	0	6.030215612	0	0	0	0.0	0	0	6.781794358	33.46576781	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.581309002	285.6939945	4.5207	12	6	1	0	0	0	0	0.043478261	23	3	0	83.6718	31	0	0	0	0	82.24	12.18699386	1.010597953	11.05919112	13.64839319	5.325259516	152	177	0	13	8	5	1	0	0	0	0	0	0	0	0	0	1	0	0	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	28	0	3.3543	0	11	0
31	442872.0	1.839206317	425.6485313	10.75071238	9.185995428	9.185995428	7.79446031	6.186415158	6.186415158	5.290260819	5.290260819	4.563494039	4.563494039	3.935130213	3.935130213	0.0	4.794537184	0.0	11.5703561	12.08368166	18.53868256	19.26246487	6.076020107	0.0	17.05194994	4.736862954	217.1102787	1.4375	2.375	3.3125	0.615384615	-1.09	16	202.148	11421.01554	8.993748353	2.773852931	0.9079536	94.75092672	11.51554304	0.449233393	11.51554304	0.331629313	0.145626417	0.331629313	-0.280833333	-0.449233393	1.405	58.796	217.268	0	3	1	3	4	0	0	0	3	0	3	0	0	0	2	2	84	4.736862954	0.0	5.601050811	0.0	0.0	5.969305288	4.899909731	4.794537184	0.0	0.0	18.57286184	19.38639965	24.11178709	6.041840829	4	9.531400138	5.969305288	0.0	4.899909731	0.0	43.36801896	6.544756406	23.80116485	0	0.0	0.0	0.0	0.0	0.0	35.09870389	9.531400138	0.0	25.68328649	23.80116485	0.0	0.0	0	29.54	0	0.0	0	0	0	0.0	0	0	0.0	33.25	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.574441031	217.2679952	4.7288	17	2	1	1	0	0	1	0.0	19	3	0	74.0179	34	0	0	0	0	30.74	7.107830275	1.073634788	5.620342741	9.972299169	3.266666667	187	225	0	13	15	1	2	0	0	1	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	3	1.3429	0	31	0
31	17756796.0	1.512207577	1035.543194	21.79431797	17.8530596	18.60898855	15.06721324	10.7410082	11.11897267	7.796287145	8.203487272	5.855224395	6.144870856	3.961775615	4.142318245	5.817220841	4.390415048	0.0	5.022633314	34.40489581	45.56542528	18.46005421	12.26321064	0.0	43.91601803	16.58491841	443.2000498	1.161290323	1.935483871	2.64516129	0.454545455	-2.58	31	416.742	12953114.9	21.64445292	9.700094574	5.018261031	186.2306749	13.47300018	0.340787002	13.47300018	0.225614056	0.047462171	0.225614056	-0.464101536	-0.340787002	4.5141	122.5457	443.958	1	7	0	1	1	1	2	3	7	1	9	0	7	0	1	1	164	15.11660807	23.17794235	5.817862778	5.948339281	0.0	0.0	0.0	24.32632913	0.0	0.0	25.44841429	50.04816331	25.32165549	11.21947689	4	4.390415048	40.08792966	0.0	24.83582381	5.917906046	26.68911765	42.94048036	41.56311901	0	0.0	10.21669833	21.84400338	0.0	11.60093989	57.55960584	0.0	11.73512689	26.68911765	30.72326485	5.022633314	11.03340144	0	70.07	0	5.903711578	0	0	0	0.0	0	0	13.47300018	48.73439935	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.575429421	443.9579915	10.6534	33	5	2	2	0	0	1	0.205882353	34	3	0	149.5873	61	0	0	0	0	71.27	16.97371507	1.017075431	15.68874751	24.1349481	11.42145767	313	334	0	22	27	7	0	0	1	2	0	0	0	0	0	0	0	0	0	4	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	58	0	4.6521	1	44	0
31	3062316.0	1.431592913	1111.432171	23.37166824	18.50713466	20.07956019	15.92305529	10.65860328	11.85306434	7.751415203	9.189264211	5.361898965	6.588407717	3.631779672	4.619262292	0.0	4.794537184	0.0	12.51406169	38.90574894	37.56033989	17.53362945	6.066367068	32.0465756	35.38533223	16.70746729	487.1557218	1.212121212	2.0	2.727272727	0.363636364	-2.79	33	461.809	33876609.84	23.37093503	10.42964985	5.772233374	201.0019604	12.6930818	0.395044548	12.6930818	0.266999546	0.173117974	0.266999546	-0.266613609	-0.395044548	3.31354	132.0467	488.017	3	9	0	1	1	1	2	3	9	3	11	0	7	0	1	1	174	20.64001433	22.33727725	5.13155848	0.0	5.907179729	0.0	9.694446915	14.95193556	0.0	0.0	35.07045991	25.47729296	38.7901491	23.51374512	4	9.901064579	51.29957581	0.0	19.85184529	0.0	13.8474744	54.86415093	51.74994834	0	0.0	15.53348694	22.45467031	0.0	22.93772577	70.19621641	0.0	13.8474744	21.05954037	30.46231185	5.022633314	0.0	0	106.51	0	7.457830514	0	0	0	0.0	0	0	0.0	67.48661393	0	1	1	0	0	3	0	0	0	0	1	1	0	1	0	5	2	0	0	0	0	0	0	0	0	0	0	1	0	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.465717306	488.0169928	9.2225	34	8	4	4	0	1	1	0.222222222	36	3	0	154.9572	62	0	0	0	0	135.95	14.53801361	0.984556719	13.76604987	26.07407407	12.3008	312	329	0	22	26	7	2	0	2	2	0	1	0	0	0	0	0	0	0	4	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17	59	1	3.4624	0	44	0
32	11754511.0	1.376009736	988.2313639	20.76093778	16.35915972	17.94515626	14.66983643	9.843168207	10.63616648	6.957582905	7.811919804	4.735803479	5.316124123	3.214480845	3.545699997	0.0	4.794537184	0.0	6.031114512	18.31095846	53.89339774	0.0	12.52416365	35.36222158	51.81622379	0.0	470.1178195	1.2	2.033333333	2.833333333	0.3	-3.14	30	448.179	12096383.0	20.14575011	9.572691092	5.262316659	182.4009495	12.3019091	0.368575489	12.3019091	0.321339105	0.062092533	0.321339105	-0.062092533	-0.368575489	3.9881	120.0638	471.363	4	9	0	1	1	1	2	3	6	4	10	0	7	0	1	1	156	25.83425406	5.817862778	0.0	5.948339281	0.0	6.031114512	0.0	14.76249423	4.983978521	0.0	6.066367068	46.97068835	49.82355053	16.49396759	4	4.794537184	45.10203302	0.0	24.83582381	0.0	19.26246487	35.58463503	53.153123	0	0.0	15.95036581	27.93551179	0.0	15.9299439	50.50120754	6.420821623	0.0	18.53557124	47.45919501	0.0	0.0	0	110.86	0	0.0	0	0	0	0.0	0	0	0.779356517	61.16075539	0	0	0	0	0	4	1	0	0	0	1	1	0	0	0	4	4	0	0	0	1	1	0	0	0	0	0	2	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.4149415	471.3629926	9.0015	31	7	4	4	0	0	0	0.272727273	33	3	0	141.6398	56	0	0	0	0	110.86	13.5272069	1.007105194	12.43177156	23.16804408	11.74380165	281	307	0	20	23	8	1	0	4	1	0	0	0	0	0	0	0	0	0	4	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	17	53	1	4.145	0	38	0
26	98889.0	2.749966249	537.7058317	10.99963552	8.636640423	8.636640423	7.125897658	4.656448534	4.656448534	3.410128914	3.410128914	2.523824751	2.523824751	1.554221462	1.554221462	0.0	9.901064579	0.0	11.30877873	5.693927995	5.687386275	4.681802935	18.65321212	30.33183534	0.0	0.0	204.0898776	1.2	1.8	2.266666667	0.181818182	-1.97	15	192.133	3263.058425	9.57988572	3.309314993	1.342013328	86.99134235	11.70296674	0.501726689	11.70296674	0.313318551	0.19319161	0.313318551	-0.387777778	-0.501726689	1.19002	57.4118	204.229	1	4	0	0	0	1	1	2	4	1	4	0	1	0	0	0	78	5.106527395	0.0	0.0	5.749511833	0.0	5.559266895	9.476340119	4.681802935	0.0	0.0	18.19910121	19.05647134	7.047671983	11.38131427	2	5.106527395	0.0	0.0	9.36360587	7.047671983	6.9237372	0.0	46.37956742	0	11.43689811	5.559266895	0.0	5.749511833	0.0	14.47013327	7.047671983	6.9237372	5.693927995	35.12637253	0.0	5.687386275	0	47.16	0	0.0	0	0	0	0.0	0	0	3.06712963	34.59953704	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.758061106	204.2289958	2.6346	14	4	1	1	0	0	0	0.0625	16	1	0	71.302	28	0	0	0	0	47.16	9.709514887	0.970387835	9.005808543	11.484375	4.472589792	136	141	0	11	12	2	2	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	27	1	1.19	0	16	0
32	9826528.0	2.268140013	807.3045903	19.26722023	13.10109684	15.25859513	12.32860626	7.242493082	8.321242228	5.111684702	6.357316921	3.181601354	3.852592458	1.898677783	2.351874516	48.36395884	17.96578233	0.0	11.25083777	3.570182271	12.13273414	12.13273414	6.066367068	28.07096723	10.15437719	10.21305479	481.9950396	1.192307692	1.923076923	2.576923077	0.1875	-1.89	26	468.084	477877.8649	20.42225412	9.164647634	5.063969644	159.6240078	14.16882046	0.393591235	14.16882046	0.276562364	0.152234171	0.276562364	-1.369451006	-0.393591235	2.4667	95.2685	482.196	4	6	0	0	0	2	0	2	5	4	10	0	7	0	0	0	140	15.52984339	18.52806919	11.63444168	0.0	5.907179729	0.0	9.632125768	18.65134174	0.0	0.0	0.0	52.92270597	3.570182271	23.54510601	2	33.0164257	39.87282291	0.0	5.480096598	0.0	6.103966388	18.53055253	56.91713163	0	0.0	10.7968852	24.54601769	0.0	22.59087063	35.43796484	4.837588584	21.02184479	10.35798868	30.33183534	0.0	0.0	0	90.82	0	0.0	0	0	0	0.0	0	0	42.2966551	37.10482145	0	2	2	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.359960329	482.1959903	5.3101	20	5	4	4	0	2	0	0.296296296	27	0	0	109.8809	41	0	0	0	0	90.82	10.63433435	0.972553079	9.93445137	22.29080933	10.51862673	200	221	0	16	14	2	4	0	1	0	0	2	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	40	1	2.9306	3	28	0
