count	pubchem_cid	BalabanJ	BertzCT	Chi0	Chi0n	Chi0v	Chi1	Chi1n	Chi1v	Chi2n	Chi2v	Chi3n	Chi3v	Chi4n	Chi4v	EState_VSA1	EState_VSA10	EState_VSA11	EState_VSA2	EState_VSA3	EState_VSA4	EState_VSA5	EState_VSA6	EState_VSA7	EState_VSA8	EState_VSA9	ExactMolWt	FpDensityMorgan1	FpDensityMorgan2	FpDensityMorgan3	FractionCSP3	HallKierAlpha	HeavyAtomCount	HeavyAtomMolWt	Ipc	Kappa1	Kappa2	Kappa3	LabuteASA	MaxAbsEStateIndex	MaxAbsPartialCharge	MaxEStateIndex	MaxPartialCharge	MinAbsEStateIndex	MinAbsPartialCharge	MinEStateIndex	MinPartialCharge	MolLogP	MolMR	MolWt	NHOHCount	NOCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAliphaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumAromaticRings	NumHAcceptors	NumHDonors	NumHeteroatoms	NumRadicalElectrons	NumRotatableBonds	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	NumValenceElectrons	PEOE_VSA1	PEOE_VSA10	PEOE_VSA11	PEOE_VSA12	PEOE_VSA13	PEOE_VSA14	PEOE_VSA2	PEOE_VSA3	PEOE_VSA4	PEOE_VSA5	PEOE_VSA6	PEOE_VSA7	PEOE_VSA8	PEOE_VSA9	RingCount	SMR_VSA1	SMR_VSA10	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	SMR_VSA8	SMR_VSA9	SlogP_VSA1	SlogP_VSA10	SlogP_VSA11	SlogP_VSA12	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	TPSA	VSA_EState1	VSA_EState10	VSA_EState2	VSA_EState3	VSA_EState4	VSA_EState5	VSA_EState6	VSA_EState7	VSA_EState8	VSA_EState9	fr_Al_COO	fr_Al_OH	fr_Al_OH_noTert	fr_ArN	fr_Ar_COO	fr_Ar_N	fr_Ar_NH	fr_Ar_OH	fr_COO	fr_COO2	fr_C_O	fr_C_O_noCOO	fr_C_S	fr_HOCCN	fr_Imine	fr_NH0	fr_NH1	fr_NH2	fr_N_O	fr_Ndealkylation1	fr_Ndealkylation2	fr_Nhpyrrole	fr_SH	fr_aldehyde	fr_alkyl_carbamate	fr_alkyl_halide	fr_allylic_oxid	fr_amide	fr_amidine	fr_aniline	fr_aryl_methyl	fr_azide	fr_azo	fr_barbitur	fr_benzene	fr_benzodiazepine	fr_bicyclic	fr_diazo	fr_dihydropyridine	fr_epoxide	fr_ester	fr_ether	fr_furan	fr_guanido	fr_halogen	fr_hdrzine	fr_hdrzone	fr_imidazole	fr_imide	fr_isocyan	fr_isothiocyan	fr_ketone	fr_ketone_Topliss	fr_lactam	fr_lactone	fr_methoxy	fr_morpholine	fr_nitrile	fr_nitro	fr_nitro_arom	fr_nitro_arom_nonortho	fr_nitroso	fr_oxazole	fr_oxime	fr_para_hydroxylation	fr_phenol	fr_phenol_noOrthoHbond	fr_phos_acid	fr_phos_ester	fr_piperdine	fr_piperzine	fr_priamide	fr_prisulfonamd	fr_pyridine	fr_quatN	fr_sulfide	fr_sulfonamd	fr_sulfone	fr_term_acetylene	fr_tetrazole	fr_thiazole	fr_thiocyan	fr_thiophene	fr_unbrch_alkane	fr_urea	qed	Molecular_weight	LogP	Number_of_HBA_1	Number_of_HBA_2	Number_of_HBD_1	Number_of_HBD_2	Number_of_acidic_groups	Number_of_aliphatic_OH_groups	Number_of_basic_groups	Fraction_of_rotatable_bonds	Number_of_heavy_bonds	Number_of_heterocycles	Number_of_hydrophobic_groups	MolarRefractivity	Number_of_bonds	Number_of_NO2_groups	Number_of_SO_groups	Number_of_OSO_groups	Number_of_SO2_groups	PolarSurfaceArea	Geometrical_diameter	Geometrical_radius	Geometrical_shape_coefficient	Kier_shape_1	Kier_shape_2	Zagreb_group_index_1	Zagreb_group_index_2	Ncharges	C	H	N	O	RNH2	R2NH	R3N	ROPO3	ROH	RCHO	RCOR	RCOOH	RCOOR	ROR	RCCH	RCN	RINGS	AROMATIC	F	Cl	Br	S	P	B	I	K	Sb	Hg	Pt	V	Zn	Cr	Se	As	abonds	atoms	dbonds	logP	nF	sbonds	tbonds
56	5280754.0	4.320268725	2325.075676	65.97699785	56.06519281	56.06519281	39.20908852	30.56184257	30.56184257	26.09260201	26.09260201	16.07656562	16.07656562	10.68129901	10.68129901	155.7998262	48.25736205	9.589074368	55.7757323	6.420821623	9.799819462	87.68072693	54.5421805	61.4659177	21.26715442	0.0	1201.841368	0.458823529	0.870588235	1.317647059	0.790322581	-6.13	85	1090.747	7.7e+16	76.88267909	34.87150528	21.65558178	508.3945471	15.12954023	0.390126486	15.12954023	0.245643649	0.022871036	0.245643649	-1.609939614	-0.390126486	3.269	328.4446	1202.635	5	23	0	1	1	0	0	0	12	5	23	0	15	0	1	1	486	60.67304993	60.41840829	0.0	64.97897702	0.0	0.0	52.73990902	0.0	0.0	0.0	109.084361	100.7214837	49.33370388	12.64872279	1	57.84643642	64.97897702	0.0	55.56652253	41.42534232	222.7508368	55.87846028	12.15204021	0	0.0	21.26715442	0.0	0.0	0.0	226.7857075	52.73990902	41.42534232	156.2284621	12.15204021	0.0	0.0	0	278.8	0	0.0	0	0	0	0.0	0	0	0.0	211.8333333	0	1	1	0	0	0	0	0	0	0	11	11	0	0	0	7	4	0	0	7	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147924715	1202.634977	28.8716	134	23	5	5	0	1	0	0.176470588	85	1	0	425.2706	196	0	0	0	0	278.8	21.55801097	0.868941516	23.8095074	83.01176471	39.52434943	1015	1001	0	62	111	11	12	0	4	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	12	4.1495	0	184	0
26	71815.0	3.013268333	318.7827107	10.00807169	7.467158282	7.467158282	6.019744508	3.866474802	3.866474802	2.880347877	2.880347877	1.667886645	1.667886645	1.091880394	1.091880394	11.02727744	10.11431827	0.0	12.36261918	5.824404498	0.0	10.76394322	13.8474744	0.0	4.983978521	5.106527395	185.0800412	1.846153846	2.461538462	2.923076923	0.571428571	-1.43	13	174.095	766.8863208	9.656430424	3.525768927	2.027005746	74.97716094	10.4796712	0.389323118	10.4796712	0.342440375	0.084814815	0.342440375	-0.618888889	-0.389323118	0.48052	45.2992	185.183	1	6	0	0	0	0	1	1	5	1	6	0	3	0	0	0	72	15.22084566	12.74159998	5.824404498	0.0	0.0	5.817862778	0.0	9.551078169	0.0	0.0	0.0	11.84704825	6.9237372	6.103966388	1	10.02983844	5.817862778	0.0	9.551078169	0.0	26.49619719	0.0	22.13556634	0	0.0	0.0	5.817862778	0.0	0.0	25.684883	6.544756406	17.03805547	12.7481417	6.196843572	0.0	0.0	0	81.19	0	0.0	0	0	0	0.0	0	0	1.37962963	37.78703704	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.548158983	185.1829966	2.3301	14	3	1	1	0	1	0	0.230769231	13	1	0	57.8502	24	2	0	0	0	81.19	6.608804827	0.975412877	5.775392229	11.07692308	4.481481481	119	118	2	7	11	3	3	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	24	1	1.0037	0	18	0
25	104956.0	1.564485201	783.439917	18.89913046	15.87580242	15.87580242	13.27951954	9.12469015	9.12469015	6.343697985	6.343697985	4.511298814	4.511298814	2.953192866	2.953192866	0.0	0.0	0.0	6.103966388	6.606881965	36.44887481	5.563451492	20.41643865	41.35673157	29.24944679	14.21058886	366.1943427	0.925925926	1.592592593	2.185185185	0.318181818	-2.79	27	340.253	2309927.873	18.98501867	9.782866098	5.592267598	160.0796019	6.227520786	0.496768219	6.227520786	0.118381023	0.02687638	0.118381023	-0.02687638	-0.496768219	4.291	105.229	366.461	0	5	0	0	0	2	1	3	5	0	5	0	10	0	0	0	142	18.77768851	17.60299005	0.0	0.0	0.0	0.0	0.0	4.983978521	0.0	0.0	24.26546827	48.2340145	19.00056911	27.09167156	3	14.21058886	0.0	0.0	9.551078169	0.0	25.49036604	20.82647705	78.37884675	0	11.49902367	9.473725908	0.0	11.49902367	0.0	30.37755522	17.70244098	0.0	23.65169099	67.25194377	0.0	0.0	0	45.51	0	0.0	0	0	0	0.0	0	0	2.040050976	53.45994902	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.50223671	366.4609921	9.4429	30	5	0	0	0	0	0	0.344827586	29	1	0	133.242	55	0	0	0	0	45.51	10.56520071	1.065018988	8.920199378	21.70273484	11.86997809	272	275	0	22	26	2	3	0	0	1	0	0	0	0	0	0	3	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	53	0	4.291	0	38	0
30	6708465.0	1.693728238	1103.257999	31.56818514	26.85220449	26.85220449	19.6557565	15.97869751	15.97869751	13.22764071	13.22764071	10.65594047	10.65594047	7.446700146	7.446700146	29.19327934	30.01518395	0.0	53.16182557	49.65183272	12.84164325	0.0	25.98020854	27.6949488	13.8474744	9.473725908	590.3818687	1.119047619	1.785714286	2.333333333	0.764705882	-2.0	42	536.366	905560423.5	34.48979592	13.74902344	6.717716942	251.3651897	13.88915248	0.5067615	13.88915248	0.339265862	0.015650814	0.339265862	-1.183605763	-0.5067615	5.84222	161.7327	590.798	4	8	0	2	2	1	0	1	7	4	8	0	13	0	2	2	238	29.89983549	17.09620827	0.0	0.0	0.0	5.969305288	4.794537184	4.794537184	0.0	0.0	53.67515734	88.17676246	11.83581209	35.61796717	3	39.48890986	11.75255023	0.0	0.0	23.67162418	142.3744378	0.0	28.82308861	0	5.749511833	0.0	0.0	5.749511833	0.0	67.79662699	20.68908471	30.59536138	114.8968034	12.13273414	0.0	0.0	0	133.52	0	0.0	0	0	0	0.0	0	0	0.0	100.1666667	0	2	1	0	1	0	0	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225123959	589.7899867	15.2822	60	8	3	4	1	2	0	0.295454545	44	2	0	221.1656	97	0	0	0	0	136.35	16.89759529	0.968412047	16.44876609	36.46797521	15.05968779	514	545	0	34	54	0	8	0	0	0	0	3	0	1	1	0	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	96	2	5.8422	0	90	0
15	3948.0	2.308728009	910.3718189	18.30060043	13.97454425	13.97454425	11.84544301	8.114874614	8.114874614	6.181399996	6.181399996	4.485704743	4.485704743	3.303674416	3.303674416	28.59598885	13.97948942	4.390415048	29.17690844	19.63426922	12.26321064	4.567099648	11.82364693	6.9237372	5.316788604	5.106527395	351.1394479	1.44	2.16	2.76	0.411764706	-2.48	25	332.201	366305.801	17.34650511	6.436819345	2.862659436	142.2144375	15.19267243	0.477497024	15.19267243	0.34072288	0.069365079	0.34072288	-1.421368011	-0.477497024	1.7959	90.435	351.353	2	6	0	1	1	1	1	2	5	2	8	0	3	0	1	1	134	19.89032538	17.06805861	5.817220841	5.428790392	0.0	5.969305288	4.794537184	13.57536728	0.0	0.0	0.0	19.91384147	38.41771002	10.90292493	3	18.68189467	22.55961649	0.0	9.883888252	0.0	26.43407163	24.53417895	39.68443139	0	0.0	15.64548873	14.46821637	0.0	0.0	41.31904238	6.544756406	11.63444168	24.20546308	17.05774782	0.0	10.90292493	0	74.57	0	0.0	0	0	0	0.0	0	0	31.17287911	39.99378756	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.882034688	350.3449919	6.8755	21	5	1	1	1	0	1	0.111111111	27	2	0	103.0005	45	0	0	0	0	81.98	12.56612543	0.975498034	11.88175372	19.75308642	7.935	237	259	0	17	19	3	3	0	1	2	0	0	0	1	1	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	44	2	2.1897	2	33	0
31	9847023.0	1.533327313	950.0535832	24.1814338	19.08118837	19.08118837	15.42019352	11.6761577	11.6761577	10.58826296	10.58826296	9.016340327	9.016340327	7.335142774	7.335142774	46.86373562	29.39120353	0.0	49.22024958	6.420821623	18.41474778	0.0	12.15204021	12.99975731	6.9237372	9.843390349	460.209718	1.181818182	1.909090909	2.606060606	0.68	-2.32	33	428.267	16686697.62	23.82533319	8.165169014	3.67339276	192.237666	13.08068295	0.481218929	13.08068295	0.306313207	0.00644907	0.306313207	-1.730073526	-0.481218929	1.9733	115.7914	460.523	3	8	4	0	4	0	0	0	7	3	8	0	6	3	0	3	180	20.05644514	5.601050811	12.39012691	5.783244946	0.0	11.93861058	19.17814874	0.0	0.0	0.0	25.49659904	56.09196042	16.74788698	18.94560963	4	39.23459387	23.50510047	0.0	0.0	28.58369908	70.49824296	6.606881965	23.80116485	0	0.0	0.0	0.0	0.0	0.0	57.13658182	23.91501169	28.58369908	58.79322576	23.80116485	0.0	0.0	0	138.2	0	0.0	0	0	0	0.0	0	0	0.0	88.91666667	1	2	1	0	0	0	0	0	1	1	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.511632435	459.5149893	7.4218	38	8	2	3	1	2	0	0.194444444	36	0	0	149.6841	67	0	0	0	0	141.03	9.860976858	0.962475574	9.245430771	26.07407407	9.465066174	364	424	0	25	32	0	8	0	0	0	0	2	0	2	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	6	1.9733	0	62	0
24	2315.0	2.108091332	1085.280492	20.03516943	13.48664237	15.11963553	12.37697666	7.486224163	10.51570689	5.895229329	9.107476513	3.893015218	6.35544351	2.763647329	4.92570265	47.74307488	30.00683911	0.0	12.1082079	12.13273414	5.563451492	0.0	30.33183534	0.0	10.03888347	5.138973738	421.0377826	1.111111111	1.740740741	2.296296296	0.2	-2.15	27	407.31	566354.0364	19.6071549	6.476220049	4.076629874	153.0352656	13.27246584	0.417299388	13.27246584	0.417299388	0.164484245	0.367529223	-5.039635257	-0.367529223	1.6254	90.6954	421.422	4	7	0	1	1	2	0	2	5	3	12	0	3	0	0	0	146	5.316788604	4.895483476	0.0	20.04658231	0.0	6.176298517	0.0	21.97456771	17.89334001	0.0	30.33183534	17.69618563	6.420821623	22.31209685	3	30.00683911	25.73396858	0.0	4.722094864	5.138973738	28.5538627	5.316788604	53.59147246	0	0.0	15.17785721	18.85863142	0.0	0.0	23.00136958	32.64370245	0.0	11.12690298	52.25553643	0.0	0.0	0	118.36	0	-9.058560153	0	0	0	0.0	0	0	87.7986781	10.50988205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0.696164973	421.421994	7.7272	21	7	3	2	0	0	0	0.137931034	29	1	0	99.014	43	0	0	0	4	135.12	13.45346763	1.015028497	12.25427578	21.70273484	7.679584121	222	257	0	15	14	3	4	0	1	0	0	0	0	0	0	0	0	0	0	3	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	12	41	4	4.9541	3	27	0
25	409805.0	1.673547795	1014.2256	22.38010441	19.36584017	19.36584017	14.8717437	11.16022089	11.16022089	8.142461729	8.142461729	5.476778611	5.476778611	3.766060665	3.766060665	0.0	0.0	0.0	0.0	11.99018011	71.95932871	0.0	0.0	44.17930974	51.2566341	5.733667477	421.2953941	1.0	1.741935484	2.483870968	0.458333333	-2.93	31	386.313	6980574.005	22.74846348	10.39501916	6.275116143	185.0429178	6.192241792	0.398125367	6.192241792	0.224573629	0.305549554	0.224573629	0.305549554	-0.398125367	4.88984	131.0508	421.593	4	7	0	0	0	1	2	3	7	3	7	0	10	0	0	0	166	21.26715442	5.817862778	0.0	5.948339281	0.0	0.0	4.983978521	4.983978521	4.983978521	0.0	13.8474744	77.51259234	40.25706065	5.516700718	3	0.0	34.04389954	0.0	19.85184529	0.0	53.50217007	36.0015139	41.71969133	0	0.0	16.36724469	23.14097461	0.0	0.0	45.52795534	0.0	13.8474744	45.00071083	30.33183534	0.0	10.90292493	0	91.99	0	0.0	0	0	0	0.0	0	0	0.0	62.16666667	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.429095035	421.5929927	12.5757	41	5	4	3	0	0	1	0.303030303	33	2	0	169.7463	68	0	0	0	0	93.19	14.59888647	1.009762671	13.45774031	25.61983471	12.45925926	341	339	0	24	35	7	0	1	2	1	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	66	0	5.617	0	51	0
24	4060.0	2.499091813	429.9047178	11.75914855	9.357568304	9.357568304	7.615026177	5.274019256	5.274019256	3.919231003	3.919231003	3.091602189	3.091602189	2.060436261	2.060436261	5.538925252	9.589074368	0.0	11.93829424	6.420821623	10.46336122	7.047671983	0.0	37.25557254	5.316788604	0.0	218.1055277	1.25	1.875	2.3125	0.333333333	-1.84	16	204.144	5447.202978	10.67029998	3.627821657	1.297855196	94.24796471	12.11176304	0.324530374	12.11176304	0.324530374	0.188703704	0.319175964	-0.881851852	-0.319175964	1.4735	59.7127	218.256	1	4	0	1	1	1	0	1	2	1	4	0	2	0	1	1	84	5.316788604	5.538925252	0.0	0.0	5.907179729	6.031114512	9.694446915	4.794537184	0.0	0.0	37.25557254	11.98427311	7.047671983	0.0	2	9.589074368	11.93829424	0.0	10.21669833	0.0	18.88348407	7.047671983	35.89528683	0	0.0	5.316788604	4.794537184	0.0	0.0	23.88587596	10.33346244	0.0	18.90801031	30.33183534	0.0	0.0	0	49.41	0	0.0	0	0	0	0.0	0	0	0.0	40.25	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.764131318	218.2559955	4.1131	18	4	1	1	0	0	0	0.117647059	17	1	0	69.9628	31	0	0	0	0	49.41	9.316848065	1.01076213	8.217646551	12.4567474	4.704	156	167	0	12	14	2	2	0	1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	30	2	1.7402	0	23	0
31	10291556.0	1.999824028	904.2511303	16.7756564	12.30801855	13.94101171	10.81940434	6.667122091	8.923682001	5.049510022	8.250209017	3.521264251	6.230355289	2.37191419	4.515688524	27.75555666	18.00687135	0.0	10.45893497	5.13155848	9.182363185	36.58355907	12.26321064	6.9237372	10.30076712	0.0	351.0347479	1.347826087	2.043478261	2.695652174	0.214285714	-2.1	23	338.305	168046.9147	15.78270628	5.515536813	2.560696142	136.5609039	12.56785415	0.300148881	12.56785415	0.252127878	0.028767899	0.252127878	-3.900281846	-0.300148881	1.27562	84.99	351.409	1	7	0	1	1	1	1	2	6	1	9	0	2	0	0	0	120	5.316788604	0.0	16.95664426	10.02329115	5.907179729	0.0	9.589074368	13.40177551	4.305215991	11.33678588	12.13273414	19.05647134	23.68511424	4.895483476	3	18.00687135	38.18206019	0.0	9.289194512	0.0	17.8610615	12.36446059	40.90291053	0	0.0	5.316788604	5.13155848	0.0	11.33678588	42.48692898	14.81782834	6.9237372	15.23513587	35.35779532	0.0	0.0	0	96.44	0	-2.65458084	0	0	0	0.0	0	0	25.80243475	40.43547942	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0.822228487	351.4089967	5.026	20	8	1	1	0	0	0	0.12	25	2	0	96.4111	38	0	0	0	2	133.06	8.572054379	1.003771811	7.539843699	17.8112	6.718836565	193	212	0	14	13	3	4	0	1	0	0	0	0	1	0	0	0	0	0	3	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11	36	4	2.3673	0	23	0
28	5702051.0	1.251155228	765.2169863	20.00986092	17.8677937	17.8677937	14.04266189	12.0566815	12.0566815	10.58813571	10.58813571	9.128318874	9.128318874	7.552891179	7.552891179	0.0	9.901064579	0.0	17.48826215	29.92405159	31.60119254	56.07265434	0.0	12.13273414	12.99010427	4.736862954	396.266445	1.137931034	1.965517241	2.793103448	0.730769231	-1.51	29	360.283	7571514.664	19.45330228	7.63162971	3.4880337	174.7762219	12.60486121	0.507956032	12.60486121	0.305585143	0.051262466	0.305585143	0.051262466	-0.507956032	6.1305	113.7958	396.571	1	3	4	0	4	1	0	1	3	1	3	0	4	3	0	3	158	9.843390349	11.85347822	0.0	0.0	0.0	5.969305288	4.794537184	0.0	0.0	0.0	38.67339076	91.87701267	11.83581209	0.0	5	14.63792753	5.969305288	0.0	0.0	23.16870861	95.99546911	0.0	29.32600419	0	5.749511833	0.0	0.0	5.749511833	0.0	17.17979907	15.95222176	23.16870861	94.59758408	18.19910121	0.0	0.0	0	46.53	0	0.0	0	0	0	0.0	0	0	0.0	57.08333333	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.622717	396.570991	12.3122	39	3	1	1	0	0	0	0.151515152	33	0	0	155.882	69	0	0	0	0	46.53	13.98791111	0.971004147	13.40561418	20.87786961	8.501457726	376	433	0	26	36	0	3	0	0	0	0	1	0	0	0	1	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	65	1	6.1305	0	62	0
25	5702031.0	1.53198467	801.194382	17.44938299	15.21652456	15.21652456	11.91158036	9.759733317	9.759733317	9.394049305	9.394049305	8.6654791	8.6654791	7.136475039	7.136475039	5.601050811	5.106527395	0.0	10.82998094	17.75371814	44.28517716	11.98427311	5.57310453	6.196843572	31.00059208	10.94644483	337.2041791	1.24	2.04	2.84	0.681818182	-1.53	25	310.247	860454.8148	15.70369731	4.796470926	1.792760336	149.4111683	11.07559451	0.37703387	11.07559451	0.162309704	0.113574184	0.162309704	-0.908858838	-0.37703387	4.221	96.3528	337.463	1	3	4	0	4	0	1	1	3	1	3	0	0	3	0	3	132	9.629622332	5.601050811	5.760247419	0.0	0.0	0.0	0.0	0.0	0.0	6.423349896	30.49767651	74.19048008	10.97844196	6.196843572	5	9.629622332	6.076020107	0.0	5.156663257	28.58369908	64.39427657	0.0	23.09364701	0	12.34378421	0.0	0.0	0.0	0.0	15.86424146	6.420821623	40.92748329	63.69610305	16.29304304	0.0	6.076020107	0	46.26	0	0.0	0	0	0	0.0	0	0	5.431599511	44.81840049	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.721043087	337.4629925	8.6277	29	3	1	1	0	1	0	0.0	29	1	0	127.7348	56	0	0	0	0	46.26	9.272772253	0.963523415	8.623816201	17.12247325	5.510416667	305	364	0	22	27	1	2	0	0	0	0	1	0	0	0	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	52	1	4.221	0	49	1
21	5702041.0	0.826308373	1374.417685	38.31889752	32.5867473	32.5867473	25.59002995	20.83930433	20.83930433	18.73758599	18.73758599	15.85828056	15.85828056	12.78275084	12.78275084	79.40682849	30.32717416	0.0	54.00152958	18.44269406	63.36049914	0.0	19.92349451	6.9237372	13.8474744	33.15804068	764.4346921	0.685185185	1.296296296	1.888888889	0.926829268	-1.23	54	700.438	981000000000.0	39.58921701	14.85767077	6.822362773	318.5281908	12.55798029	0.457979662	12.55798029	0.330661	0.024309039	0.330661	-0.995686078	-0.457979662	3.2473	191.221	764.95	5	13	4	4	8	0	0	0	13	5	13	0	7	4	3	7	306	58.69067765	24.91878113	18.87008019	0.0	0.0	5.969305288	0.0	4.794537184	0.0	0.0	13.8474744	113.2183254	30.75347545	48.32881553	8	63.48521483	5.969305288	0.0	0.0	34.50160512	197.1793404	6.606881965	11.64912464	0	0.0	0.0	0.0	0.0	0.0	123.6196191	37.95257786	34.50160512	111.6685455	11.64912464	0.0	0.0	0	182.83	0	0.0	0	0	0	0.0	0	0	0.0	122.75	0	5	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.188481572	764.9499826	17.1039	77	13	5	5	0	5	0	0.114754098	61	4	0	264.275	125	0	0	0	0	182.83	20.25146174	0.960460415	20.08516023	40.76484816	15.55034722	684	787	0	41	64	0	13	0	0	0	0	5	0	0	0	1	6	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	2	3.2473	0	123	0
